,deviceId,endDateTime,endLoc,endpointType,providerHash,providerType,startDateTime,startLoc,tripDistanceMeters,tripId,tripMeanSpeedKPH,travelTimeMinutes,travelDistanceMiles,SHAPE,store_id
0,8c22a602e782df4ac841f26914790720,2016-12-31T23:09:30.837Z,"32.748,-117.103226",0,c3e878e27f52e2a57ace4d9a76fd9acf,consumer,2016-12-31T22:35:18.343Z,"32.87303,-117.209456",28739,47e65b9def46513238fe64f1f9c04266,50,34.2,17.857581169,"{'x': '-117.209456', 'y': '32.87303', 'spatialReference': {'wkid': 4326}}",203
1,56ca2ea53bf225500b2e3400aba2f643,2016-12-31T23:30:30.467Z,"32.74884,-117.102028",0,c3e878e27f52e2a57ace4d9a76fd9acf,consumer,2016-12-31T22:57:10.527Z,"32.789443,-117.236065",22669,449b058136c3151f128066c76abc2e32,41,33.31666666666667,14.085859199,"{'x': '-117.236065', 'y': '32.789443', 'spatialReference': {'wkid': 4326}}",203
2,22cc2be80c2135a34fc58d9f2c001d37,2017-01-01T01:14:20.000Z,"32.74974,-117.09875",3,84d9ee44e457ddef7f2c4f25dc8fa865,consumer,2017-01-01T00:26:36.000Z,"32.71406,-117.01731",16402,175ced626e0c62a8e598bc89a7cf6b62,21,47.733333333333334,10.191727142,"{'x': '-117.01731', 'y': '32.71406', 'spatialReference': {'wkid': 4326}}",203
3,35f2d52520d12ff9b5e1787f41b225e7,2017-01-01T00:37:20.000Z,"32.74748,-117.10208",0,84d9ee44e457ddef7f2c4f25dc8fa865,consumer,2017-01-01T00:30:09.000Z,"32.78137,-117.10128",4033,7d69fc9c35ab8ab2648294c0743c73a3,34,7.183333333333334,2.505989243,"{'x': '-117.10128', 'y': '32.78137', 'spatialReference': {'wkid': 4326}}",203
4,db6aed218c354258b8bfbdc415425820,2017-01-01T00:51:52.000Z,"32.74961,-117.09892",0,84d9ee44e457ddef7f2c4f25dc8fa865,consumer,2017-01-01T00:50:11.000Z,"32.75198,-117.10092",446,785ca0335ac23fab486ce62c8c5b18c5,16,1.6833333333333333,0.277131466,"{'x': '-117.10092', 'y': '32.75198', 'spatialReference': {'wkid': 4326}}",203
5,5cbe525477b69cfcddc5add51f61f03e,2017-01-01T01:22:03.110Z,"32.7492,-117.09952",0,c3e878e27f52e2a57ace4d9a76fd9acf,consumer,2017-01-01T01:06:48.070Z,"32.741408,-117.17904",10971,9c11db47fd5226955ec9cbae3e5fa415,43,15.25,6.817061241,"{'x': '-117.17904', 'y': '32.741408', 'spatialReference': {'wkid': 4326}}",203
6,36af0152c07f0f76c407654677e20d59,2017-01-01T01:17:30.000Z,"32.74942,-117.10328",0,84d9ee44e457ddef7f2c4f25dc8fa865,consumer,2017-01-01T01:16:27.000Z,"32.74583,-117.10335",401,420c79f38be040c70cfbcc7ca3180ceb,23,1.05,0.249169771,"{'x': '-117.10335', 'y': '32.74583', 'spatialReference': {'wkid': 4326}}",203
7,9f4a5bbd70aa6ddecbf1afcdd83b80c8,2017-01-01T01:43:53.000Z,"32.74996,-117.10099",0,84d9ee44e457ddef7f2c4f25dc8fa865,consumer,2017-01-01T01:38:50.000Z,"32.77026,-117.09689",2419,49686b72c9a354d08c40e66b11b3c4ed,29,5.05,1.503096449,"{'x': '-117.09689', 'y': '32.77026', 'spatialReference': {'wkid': 4326}}",203
8,f492ad6e8cff16be165b2e10fcbcef8b,2017-01-01T03:30:55.617Z,"32.749611,-117.099064",0,c3e878e27f52e2a57ace4d9a76fd9acf,consumer,2017-01-01T03:06:39.673Z,"32.960897,-117.233681",28041,0d083142d6e1c16ebbf9b8e524fc020e,69,24.25,17.423864211,"{'x': '-117.233681', 'y': '32.960897', 'spatialReference': {'wkid': 4326}}",203
9,830e87b012b0f4e99af580802f9bb996,2017-01-01T04:28:34.000Z,"32.7497,-117.09999",0,84d9ee44e457ddef7f2c4f25dc8fa865,consumer,2017-01-01T03:41:51.000Z,"32.74971,-117.09244",52236,59a32b28ba4297e271bb27377676319e,67,46.71666666666667,32.457935556,"{'x': '-117.09244', 'y': '32.74971', 'spatialReference': {'wkid': 4326}}",203
