,deviceId,endDateTime,endLoc,endpointType,providerHash,providerType,startDateTime,startLoc,tripDistanceMeters,tripId,tripMeanSpeedKPH,travelTimeMinutes,travelDistanceMiles,SHAPE,store_id
0,fb67573132ccc0b9241d7f43d76d20fa,2016-12-31T23:16:09.000Z,"47.791063,-122.365015",0,8dd48d6a2e2cad213179a3992c0be53c,consumer,2016-12-31T23:13:39.000Z,"47.782673,-122.350459",1783,24804ce492a968eccacebe792a75f379,43,2.5,1.107904493,"{'x': '-122.350459', 'y': '47.782673', 'spatialReference': {'wkid': 4326}}",472
1,2cfd6e70c14d6ea25f39a9850be5b3d8,2016-12-31T23:35:49.000Z,"47.79177,-122.36743",1,84d9ee44e457ddef7f2c4f25dc8fa865,consumer,2016-12-31T23:34:08.000Z,"47.79382,-122.37175",436,bdb07de6eff3fca9a35b51398316b6f8,16,1.6833333333333333,0.270917756,"{'x': '-122.37175', 'y': '47.79382', 'spatialReference': {'wkid': 4326}}",472
2,a83ad0fd2e091e26b899297e925a5159,2016-12-31T23:43:58.000Z,"47.790733,-122.366401",0,82cec96096d4281b7c95cd7e74623496,consumer,2016-12-31T23:34:57.000Z,"47.814606,-122.366688",2728,21f5d0758d79132872043b42ef6dd601,18,9.016666666666667,1.695100088,"{'x': '-122.366688', 'y': '47.814606', 'spatialReference': {'wkid': 4326}}",472
3,1fe1a3edb6f45ad6639c59c5521c4dd4,2017-01-01T00:13:48.000Z,"47.78977,-122.36616",0,84d9ee44e457ddef7f2c4f25dc8fa865,consumer,2016-12-31T23:47:43.000Z,"47.71196,-122.22952",16315,9e906661a67ca5500c4ba7cb8c0a28b0,38,26.083333333333332,10.137667865000001,"{'x': '-122.22952', 'y': '47.71196', 'spatialReference': {'wkid': 4326}}",472
4,a434d6fa81fce536a35f394db69060d6,2017-01-01T00:04:20.907Z,"47.791106,-122.367053",0,c3e878e27f52e2a57ace4d9a76fd9acf,consumer,2016-12-31T23:54:55.067Z,"47.78214,-122.379518",1870,204cb82ac2c68b8c8626913140460f61,12,9.416666666666666,1.16196377,"{'x': '-122.379518', 'y': '47.78214', 'spatialReference': {'wkid': 4326}}",472
5,4319b0246b74d7dd55b39d070bed4b79,2017-01-01T00:15:03.000Z,"47.79164,-122.36847",2,84d9ee44e457ddef7f2c4f25dc8fa865,consumer,2017-01-01T00:04:02.000Z,"47.79336,-122.34828",1676,f994c4f14e80de5a02d52777d388a0d6,9,11.016666666666667,1.041417796,"{'x': '-122.34828', 'y': '47.79336', 'spatialReference': {'wkid': 4326}}",472
6,75a61ce7e62af43af485a88370875d62,2017-01-01T00:14:55.247Z,"47.791319,-122.367318",0,c3e878e27f52e2a57ace4d9a76fd9acf,consumer,2017-01-01T00:08:44.187Z,"47.784322,-122.344876",1941,989b229382548e4921c2f99d50eab463,19,6.183333333333334,1.206081111,"{'x': '-122.344876', 'y': '47.784322', 'spatialReference': {'wkid': 4326}}",472
7,6080525e2e21ea7e11bccf69c3d2f70a,2017-01-01T00:34:56.000Z,"47.79027,-122.36723",0,84d9ee44e457ddef7f2c4f25dc8fa865,consumer,2017-01-01T00:24:53.000Z,"47.77777,-122.35844",1768,a7e8da33108f323fd591be25aefe84f9,11,10.05,1.098583928,"{'x': '-122.35844', 'y': '47.77777', 'spatialReference': {'wkid': 4326}}",472
8,b1915e10642a9e81f3b83b4e4139bada,2017-01-01T00:41:05.000Z,"47.79109,-122.365762",0,82cec96096d4281b7c95cd7e74623496,consumer,2017-01-01T00:32:10.000Z,"47.794709,-122.334987",3059,9513063b94fa3608d30eeaabe515839c,21,8.916666666666666,1.900773889,"{'x': '-122.334987', 'y': '47.794709', 'spatialReference': {'wkid': 4326}}",472
9,738e7e2083921e2dce60f414829bd85a,2017-01-01T01:36:56.883Z,"47.792809,-122.370491",1,c3e878e27f52e2a57ace4d9a76fd9acf,consumer,2017-01-01T00:38:15.523Z,"47.609399,-122.324289",30027,685cd310044496d5309f401c38b9fbef,31,58.68333333333333,18.657907017,"{'x': '-122.324289', 'y': '47.609399', 'spatialReference': {'wkid': 4326}}",472
10,dd4c1357bf84a3faae56e7195cdc4572,2017-01-01T01:10:22.080Z,"47.791284,-122.367307",0,c3e878e27f52e2a57ace4d9a76fd9acf,consumer,2017-01-01T01:07:16.097Z,"47.795664,-122.369266",509,d067008900aa18f424a06ab0cf7360f5,10,3.0833333333333335,0.316277839,"{'x': '-122.369266', 'y': '47.795664', 'spatialReference': {'wkid': 4326}}",472
11,eda1a16982cc4d8a0db49e5130959341,2017-01-01T13:29:19.000Z,"47.79024,-122.36728",2,84d9ee44e457ddef7f2c4f25dc8fa865,consumer,2017-01-01T13:26:47.000Z,"47.77845,-122.36268",1439,990f62ec05675c17c8ec4f0f40d01ddb,34,2.533333333333333,0.894152869,"{'x': '-122.36268', 'y': '47.77845', 'spatialReference': {'wkid': 4326}}",472
