,deviceId,endDateTime,endLoc,endpointType,providerHash,providerType,startDateTime,startLoc,tripDistanceMeters,tripId,tripMeanSpeedKPH,travelTimeMinutes,travelDistanceMiles,SHAPE,store_id
0,472b65251f1e0cab4dfafa7c1caebb54,2016-12-31T23:12:24.337Z,"43.075628,-89.395687",0,c3e878e27f52e2a57ace4d9a76fd9acf,consumer,2016-12-31T23:05:20.903Z,"43.073044,-89.397425",322,14673291648c74adacbde6036a243559,3,7.05,0.20008146200000002,"{'x': '-89.397425', 'y': '43.073044', 'spatialReference': {'wkid': 4326}}",224
1,02953034edad35f5e3abc5cfd340e762,2017-01-01T00:07:21.827Z,"43.07206,-89.398316",0,c3e878e27f52e2a57ace4d9a76fd9acf,consumer,2016-12-31T23:42:12.457Z,"43.05066,-89.497745",18134,63f4272a6afb927ab044a7f4f1548991,43,25.15,11.267941714,"{'x': '-89.497745', 'y': '43.05066', 'spatialReference': {'wkid': 4326}}",224
2,edd3a8346288def2a520aed55699e2bd,2017-01-01T02:18:41.897Z,"43.074542,-89.393767",0,c3e878e27f52e2a57ace4d9a76fd9acf,consumer,2017-01-01T02:06:10.367Z,"43.041145,-89.403258",4138,693cee53ef7221ebd2db11f19b8a7949,20,12.516666666666667,2.571233198,"{'x': '-89.403258', 'y': '43.041145', 'spatialReference': {'wkid': 4326}}",224
3,be5419e20a9318e2b02ec8e2f13e92bc,2017-01-01T03:33:38.617Z,"43.072879,-89.396967",0,c3e878e27f52e2a57ace4d9a76fd9acf,consumer,2017-01-01T03:15:03.927Z,"43.122873,-89.44207",13171,66f5edfff20e0c2b15fe5ae2fee85d92,43,18.566666666666666,8.184077441,"{'x': '-89.44207', 'y': '43.122873', 'spatialReference': {'wkid': 4326}}",224
4,dc00636fcf0fec6ac3f905a5ad1d4e44,2017-01-01T04:17:44.000Z,"43.07244,-89.39572",0,84d9ee44e457ddef7f2c4f25dc8fa865,consumer,2017-01-01T03:50:54.000Z,"43.0539,-89.47557",7228,20cfc4394be5bde9ea811cc965ce94a0,16,26.833333333333332,4.491269588,"{'x': '-89.47557', 'y': '43.0539', 'spatialReference': {'wkid': 4326}}",224
5,4c35754882c38e10e4f1af50d53afdaa,2017-01-01T04:20:58.000Z,"43.07475,-89.39469",1,84d9ee44e457ddef7f2c4f25dc8fa865,consumer,2017-01-01T03:51:30.000Z,"43.0161,-89.43197",14771,f51fc6a7dd5053ec9b510755499f1917,30,29.466666666666665,9.178271041,"{'x': '-89.43197', 'y': '43.0161', 'spatialReference': {'wkid': 4326}}",224
6,da2ca9a6da560bb2296ecff516a6cb7e,2017-01-01T04:35:37.000Z,"43.07329,-89.40022",1,47c1b025fa18ea96c33fbb6718688c0f,consumer,2017-01-01T04:23:52.000Z,"43.09543,-89.35315",5101,d7312372b9bc4c0d7404e4a36aa25b1c,26,11.75,3.169613471,"{'x': '-89.35315', 'y': '43.09543', 'spatialReference': {'wkid': 4326}}",224
7,88cf82d80692c32f8e25f2a018e128ff,2017-01-01T04:42:39.000Z,"43.07492,-89.39802",1,84d9ee44e457ddef7f2c4f25dc8fa865,consumer,2017-01-01T04:38:04.000Z,"43.0734,-89.40143",455,79cbbb30f473d81f60cedfa05e445e67,6,4.583333333333333,0.282723805,"{'x': '-89.40143', 'y': '43.0734', 'spatialReference': {'wkid': 4326}}",224
8,19784b13463d07777ef40a8063d74592,2017-01-01T05:42:16.000Z,"43.07483,-89.39475",0,84d9ee44e457ddef7f2c4f25dc8fa865,consumer,2017-01-01T05:37:26.000Z,"43.07608,-89.38467",870,b4c7955693c799dcd6df005649bcd53c,11,4.833333333333333,0.5405927700000001,"{'x': '-89.38467', 'y': '43.07608', 'spatialReference': {'wkid': 4326}}",224
9,f368be0beecaf1136fd350506c093d1c,2017-01-01T06:45:59.000Z,"43.07312,-89.39919",3,84d9ee44e457ddef7f2c4f25dc8fa865,consumer,2017-01-01T06:39:02.000Z,"43.05531,-89.39747",2688,12a8b2b14931c22901a5aba6cbb2ac66,23,6.95,1.670245248,"{'x': '-89.39747', 'y': '43.05531', 'spatialReference': {'wkid': 4326}}",224
10,8b39238c4fc6b01694d1dedb73df551f,2017-01-01T06:49:25.000Z,"43.07332,-89.39547",2,84d9ee44e457ddef7f2c4f25dc8fa865,consumer,2017-01-01T06:44:44.000Z,"43.07327,-89.39232",256,83068bbc45017dd6986f19bec369df91,3,4.683333333333334,0.159070976,"{'x': '-89.39232', 'y': '43.07327', 'spatialReference': {'wkid': 4326}}",224
11,429da0720e519c3d2f0fd152b935988b,2017-01-01T08:08:56.290Z,"43.072063,-89.398489",0,c3e878e27f52e2a57ace4d9a76fd9acf,consumer,2017-01-01T08:05:44.990Z,"43.072504,-89.403826",437,a9b9d46cddc0187a4e324add0fdc8803,8,3.183333333333333,0.271539127,"{'x': '-89.403826', 'y': '43.072504', 'spatialReference': {'wkid': 4326}}",224
12,9bfec27c0b307d6b72df1b022144c0e3,2017-01-01T18:33:21.223Z,"43.073133,-89.39636",2,c3e878e27f52e2a57ace4d9a76fd9acf,consumer,2017-01-01T17:53:58.093Z,"43.085277,-89.369567",18035,3358eb3370011763b8751fd66aeb9268,27,39.38333333333333,11.206425985000001,"{'x': '-89.369567', 'y': '43.085277', 'spatialReference': {'wkid': 4326}}",224
13,f84ee11dd4d47487d2e51c6bfc6ef680,2017-01-01T18:08:43.550Z,"43.072047,-89.398225",0,c3e878e27f52e2a57ace4d9a76fd9acf,consumer,2017-01-01T17:56:19.467Z,"43.079367,-89.489966",7573,895b19e231432d6f10ea48d55c9c9659,37,12.4,4.705642583,"{'x': '-89.489966', 'y': '43.079367', 'spatialReference': {'wkid': 4326}}",224
14,0b0c96db7f5630b72cbc3c1e40fbd69b,2017-01-01T18:16:07.010Z,"43.072067,-89.398817",0,c3e878e27f52e2a57ace4d9a76fd9acf,consumer,2017-01-01T18:03:43.227Z,"43.011385,-89.39755",7176,7aeba6a5cc6d22fbc5b86e764d44f09c,35,12.383333333333333,4.4589582960000005,"{'x': '-89.39755', 'y': '43.011385', 'spatialReference': {'wkid': 4326}}",224
15,60540dddd6244eea0e71d6f4e95ce78e,2017-01-01T19:12:38.000Z,"43.07257,-89.39565",2,84d9ee44e457ddef7f2c4f25dc8fa865,consumer,2017-01-01T19:11:29.000Z,"43.07135,-89.40059",455,14021050445adc622fe6461c12c403ba,24,1.15,0.282723805,"{'x': '-89.40059', 'y': '43.07135', 'spatialReference': {'wkid': 4326}}",224
16,d855207a178d961d2dbaf573d3dce9eb,2017-01-01T19:38:17.477Z,"43.075777,-89.39613",0,c3e878e27f52e2a57ace4d9a76fd9acf,consumer,2017-01-01T19:26:08.463Z,"43.08354,-89.495287",8241,d328f3cb0e815741b79a3f204a6e0443,41,12.15,5.120718411,"{'x': '-89.495287', 'y': '43.08354', 'spatialReference': {'wkid': 4326}}",224
17,7b8a9a470b930bebd3a9b94541a4a208,2017-01-01T20:00:54.903Z,"43.073638,-89.397405",0,c3e878e27f52e2a57ace4d9a76fd9acf,consumer,2017-01-01T19:47:53.953Z,"43.07413,-89.39049",2092,a30f579c03148f6431c3b15c8ced8951,10,13.0,1.299908132,"{'x': '-89.39049', 'y': '43.07413', 'spatialReference': {'wkid': 4326}}",224
18,61f5048c9e6efc5cf1256433dfe3fe42,2017-01-01T20:31:56.000Z,"43.074755,-89.395195",1,fb7b9ffa5462084c5f4e7e85a093e6d7,consumer,2017-01-01T20:29:10.000Z,"43.074765,-89.392561",228,3896dadc83b1fca9b83b213d7b5ac817,5,2.7666666666666666,0.14167258800000002,"{'x': '-89.392561', 'y': '43.074765', 'spatialReference': {'wkid': 4326}}",224
19,b142448337a520a2bbd6e27c646ec2f8,2017-01-01T21:35:51.000Z,"43.07304,-89.39614",3,84d9ee44e457ddef7f2c4f25dc8fa865,consumer,2017-01-01T21:02:53.000Z,"43.08022,-89.38559",2239,5c9e2430f8ea8790d7337ed5b78afaab,4,32.96666666666667,1.391249669,"{'x': '-89.38559', 'y': '43.08022', 'spatialReference': {'wkid': 4326}}",224
20,601053fda86951e69997e39df5c18532,2017-01-02T00:59:08.000Z,"43.074233,-89.394195",0,82cec96096d4281b7c95cd7e74623496,consumer,2017-01-02T00:07:34.000Z,"43.502937,-89.516134",61162,55dede99923aec9af0d9da6b571e5c18,71,51.56666666666667,38.004293102,"{'x': '-89.516134', 'y': '43.502937', 'spatialReference': {'wkid': 4326}}",224
21,f7e0a67445896bf58ec4b052be822748,2017-01-02T10:50:53.153Z,"43.076703,-89.395659",0,c3e878e27f52e2a57ace4d9a76fd9acf,consumer,2017-01-02T09:21:02.337Z,"43.028638,-87.934679",128375,61258a2f9b5e642a751d1e42bc77ca82,86,89.83333333333333,79.768502125,"{'x': '-87.934679', 'y': '43.028638', 'spatialReference': {'wkid': 4326}}",224
22,2851ff294183e3920c885b084fe89b71,2017-01-02T15:46:30.000Z,"43.07456,-89.39469",2,84d9ee44e457ddef7f2c4f25dc8fa865,consumer,2017-01-02T15:37:40.000Z,"43.10097,-89.34842",4789,28f5f14fa61738de6557a4a6b456479e,33,8.833333333333334,2.975745719,"{'x': '-89.34842', 'y': '43.10097', 'spatialReference': {'wkid': 4326}}",224
23,6407f60e917b093d6d931f80dd372047,2017-01-02T17:12:57.517Z,"43.072043,-89.396352",0,c3e878e27f52e2a57ace4d9a76fd9acf,consumer,2017-01-02T16:57:28.010Z,"43.12274,-89.440614",13409,2bf8cac8ca6be53068fc6910abb89470,52,15.483333333333333,8.331963739,"{'x': '-89.440614', 'y': '43.12274', 'spatialReference': {'wkid': 4326}}",224
