,deviceId,endDateTime,endLoc,endpointType,providerHash,providerType,startDateTime,startLoc,tripDistanceMeters,tripId,tripMeanSpeedKPH,travelTimeMinutes,travelDistanceMiles,SHAPE,store_id
0,19d92de35b62b88bd30943d451abab6f,2017-01-01T02:31:30.990Z,"34.201668,-118.539902",0,c3e878e27f52e2a57ace4d9a76fd9acf,consumer,2017-01-01T01:54:10.597Z,"34.206456,-118.608882",18279,f8af23088717982adef587bb1e0c4942,29,37.333333333333336,11.358040509,"{'x': '-118.608882', 'y': '34.206456', 'spatialReference': {'wkid': 4326}}",188
1,4bd40d0125e4d898be80bb1b5a185a32,2017-01-01T02:26:07.000Z,"34.201054,-118.543488",0,3ad7c2ebb96fcba7cda0cf54a2e802f5,consumer,2017-01-01T02:22:37.000Z,"34.190053,-118.544675",1393,0a8064e3de66b8bb9484d7c1ed19e203,24,3.5,0.865569803,"{'x': '-118.544675', 'y': '34.190053', 'spatialReference': {'wkid': 4326}}",188
2,cd12592ff3bf15248e93ea1029880794,2017-01-01T04:20:45.797Z,"34.20107,-118.544752",0,c3e878e27f52e2a57ace4d9a76fd9acf,consumer,2017-01-01T04:17:38.513Z,"34.18485,-118.54474",1806,774823cd072d9271f251ce8e8749c64f,35,3.1166666666666667,1.1221960260000001,"{'x': '-118.54474', 'y': '34.18485', 'spatialReference': {'wkid': 4326}}",188
3,7fc0412467311cbcd392ae265f4721e4,2017-01-01T06:22:11.137Z,"34.201528,-118.544772",0,c3e878e27f52e2a57ace4d9a76fd9acf,consumer,2017-01-01T06:16:07.487Z,"34.199281,-118.547065",343,f6e7612eb0075c33560ca4a7700864a0,3,6.05,0.213130253,"{'x': '-118.547065', 'y': '34.199281', 'spatialReference': {'wkid': 4326}}",188
4,9657bfb6854fc4647208e495ddb4d687,2017-01-01T18:28:17.217Z,"34.200253,-118.539479",0,c3e878e27f52e2a57ace4d9a76fd9acf,consumer,2017-01-01T18:15:52.043Z,"34.1635,-118.517344",5629,82a76703e6950c0dba2b708041d9eb88,27,12.416666666666666,3.497697359,"{'x': '-118.517344', 'y': '34.1635', 'spatialReference': {'wkid': 4326}}",188
5,4f02c38f6225880da1d7d8eade05a672,2017-01-01T18:24:50.787Z,"34.200943,-118.544772",0,c3e878e27f52e2a57ace4d9a76fd9acf,consumer,2017-01-01T18:18:37.253Z,"34.161733,-118.543023",4372,3f4617581b3577de20017ed3aab54f85,42,6.216666666666667,2.716634012,"{'x': '-118.543023', 'y': '34.161733', 'spatialReference': {'wkid': 4326}}",188
6,335be05c5691ec90701500b639d1578b,2017-01-01T18:49:47.000Z,"34.20107,-118.53927",0,84d9ee44e457ddef7f2c4f25dc8fa865,consumer,2017-01-01T18:40:14.000Z,"34.20095,-118.60132",5719,2a86724cb8026ce674c8010daf983a32,36,9.55,3.5536207490000002,"{'x': '-118.60132', 'y': '34.20095', 'spatialReference': {'wkid': 4326}}",188
7,03fb446027bc482aed8c590c6793e51b,2017-01-01T22:27:19.000Z,"34.20118,-118.54464",0,84d9ee44e457ddef7f2c4f25dc8fa865,consumer,2017-01-01T22:24:27.000Z,"34.19822,-118.53609",1733,56de1cb1796135662a08355ffadb7f96,36,2.8666666666666667,1.076835943,"{'x': '-118.53609', 'y': '34.19822', 'spatialReference': {'wkid': 4326}}",188
8,4d0f5f6ceab5fcae8107c6f57a389b33,2017-01-01T23:42:15.507Z,"34.20118,-118.539881",0,c3e878e27f52e2a57ace4d9a76fd9acf,consumer,2017-01-01T23:26:54.520Z,"34.21374,-118.43092",10581,f4c858aa2068ca3ddfc33c414c418284,41,15.333333333333334,6.574726551,"{'x': '-118.43092', 'y': '34.21374', 'spatialReference': {'wkid': 4326}}",188
9,aaed6ac15cab89c2483be0c1ba842769,2017-01-02T01:25:39.397Z,"34.20108,-118.540925",0,c3e878e27f52e2a57ace4d9a76fd9acf,consumer,2017-01-02T01:19:26.410Z,"34.205067,-118.574997",3250,b1a657d3ce8e14f07f5824e76a4eab71,31,6.2,2.01945575,"{'x': '-118.574997', 'y': '34.205067', 'spatialReference': {'wkid': 4326}}",188
10,21bc9fbc57d5f476d146b0a6ab448bed,2017-01-02T01:41:26.300Z,"34.201084,-118.539547",0,c3e878e27f52e2a57ace4d9a76fd9acf,consumer,2017-01-02T01:29:01.607Z,"34.229614,-118.553215",6882,485b5fd4fe0265c467ea1ca481e47094,33,12.4,4.276275222,"{'x': '-118.553215', 'y': '34.229614', 'spatialReference': {'wkid': 4326}}",188
11,83112740d05ab12a373f538e876cce0c,2017-01-02T02:04:50.437Z,"34.201028,-118.545459",0,c3e878e27f52e2a57ace4d9a76fd9acf,consumer,2017-01-02T01:45:58.767Z,"34.190811,-118.626884",7762,01923717b19c532abe723cd176d50d82,25,18.85,4.8230817020000005,"{'x': '-118.626884', 'y': '34.190811', 'spatialReference': {'wkid': 4326}}",188
12,c3183aa2b46d6d0fde4c4f26f95235ee,2017-01-02T02:23:54.000Z,"34.19958,-118.54042",0,84d9ee44e457ddef7f2c4f25dc8fa865,consumer,2017-01-02T02:18:50.000Z,"34.18756,-118.55355",2076,8bb15b3a08da54fd7c5e5fd9cfad1ecf,25,5.066666666666666,1.289966196,"{'x': '-118.55355', 'y': '34.18756', 'spatialReference': {'wkid': 4326}}",188
13,06b46c5a012c3f4f1fd6c74e0d681360,2017-01-02T02:30:24.993Z,"34.202152,-118.53971",0,c3e878e27f52e2a57ace4d9a76fd9acf,consumer,2017-01-02T02:21:05.813Z,"34.237812,-118.554023",4247,75f9e3b0c8493320607c3e8b836c37e2,27,9.316666666666666,2.638962637,"{'x': '-118.554023', 'y': '34.237812', 'spatialReference': {'wkid': 4326}}",188
14,7f20be4dabbb5a31e8cb286314c85f66,2017-01-02T02:58:14.597Z,"34.201317,-118.544782",0,c3e878e27f52e2a57ace4d9a76fd9acf,consumer,2017-01-02T02:45:46.650Z,"34.184811,-118.588912",6620,b95e1b4eb07ea480f30571e1ac8d8e12,32,12.45,4.11347602,"{'x': '-118.588912', 'y': '34.184811', 'spatialReference': {'wkid': 4326}}",188
15,7ebe63d43915c27c49ee7347eeb6b78b,2017-01-02T03:51:55.993Z,"34.201968,-118.542382",2,c3e878e27f52e2a57ace4d9a76fd9acf,consumer,2017-01-02T03:45:52.537Z,"34.200708,-118.534613",729,c1c5d0e1a52aa6dc1c36cba84fea390a,7,6.05,0.45297945900000003,"{'x': '-118.534613', 'y': '34.200708', 'spatialReference': {'wkid': 4326}}",188
16,70d6926a86540653edaaa3f73c47046d,2017-01-02T15:39:03.020Z,"34.201079,-118.540801",0,c3e878e27f52e2a57ace4d9a76fd9acf,consumer,2017-01-02T15:29:43.867Z,"34.161743,-118.543245",4427,7bbfc323637818a9019d9086d9e50b79,29,9.316666666666666,2.750809417,"{'x': '-118.543245', 'y': '34.161743', 'spatialReference': {'wkid': 4326}}",188
17,13090de3c9ce61d74c8d1338f57648c8,2017-01-02T16:06:07.000Z,"34.20142,-118.5422",1,84d9ee44e457ddef7f2c4f25dc8fa865,consumer,2017-01-02T16:02:38.000Z,"34.2011,-118.54807",742,3024e8a8fd2886b7fdc006d79b1eb21f,13,3.4833333333333334,0.461057282,"{'x': '-118.54807', 'y': '34.2011', 'spatialReference': {'wkid': 4326}}",188
18,282ec14e65e55e7da001615d93d17d5b,2017-01-02T17:52:26.450Z,"34.20117,-118.54514",0,c3e878e27f52e2a57ace4d9a76fd9acf,consumer,2017-01-02T17:27:24.987Z,"34.04447,-118.30529",35409,2922370271bed03d07973c953d7f3b7e,85,25.016666666666666,22.002125739,"{'x': '-118.30529', 'y': '34.04447', 'spatialReference': {'wkid': 4326}}",188
19,e9b63d53c01119a06ff4daede0c32a3f,2017-01-02T19:01:47.143Z,"34.201502,-118.54553",0,c3e878e27f52e2a57ace4d9a76fd9acf,consumer,2017-01-02T18:33:43.827Z,"33.989516,-118.440269",32010,c3d04e58cb8ba023261758c4281a99f0,68,28.05,19.89008571,"{'x': '-118.440269', 'y': '33.989516', 'spatialReference': {'wkid': 4326}}",188
20,1fa8c730387f9633dfbf6e4e358e91ec,2017-01-02T19:43:19.653Z,"34.201439,-118.542603",0,c3e878e27f52e2a57ace4d9a76fd9acf,consumer,2017-01-02T19:10:55.063Z,"34.414482,-118.558978",33484,2cc370a21403ee979a75c1c4986d6dda,62,32.4,20.805986564,"{'x': '-118.558978', 'y': '34.414482', 'spatialReference': {'wkid': 4326}}",188
21,98a78d2d50a2aa0345ea8e67b252d2d2,2017-01-02T19:58:57.160Z,"34.20283,-118.544771",1,c3e878e27f52e2a57ace4d9a76fd9acf,consumer,2017-01-02T19:34:02.507Z,"34.174028,-118.331093",24157,579e930078f567a021a469d693556db2,58,24.9,15.010459247,"{'x': '-118.331093', 'y': '34.174028', 'spatialReference': {'wkid': 4326}}",188
22,69f693c5a44fa05ea2adeafa171c9be0,2017-01-02T20:30:41.820Z,"34.200901,-118.544771",1,c3e878e27f52e2a57ace4d9a76fd9acf,consumer,2017-01-02T20:27:35.647Z,"34.1871,-118.537978",1659,45350001a05d956c240824f9c6a998ba,32,3.1,1.030854489,"{'x': '-118.537978', 'y': '34.1871', 'spatialReference': {'wkid': 4326}}",188
23,d47b5608a478282879e04a2cf471225d,2017-01-02T21:30:44.000Z,"34.20244,-118.54477",0,84d9ee44e457ddef7f2c4f25dc8fa865,consumer,2017-01-02T20:45:28.000Z,"34.05972,-118.17544",44636,17aaf3b11c96373eb6a648d161b5526d,59,45.266666666666666,27.735515956,"{'x': '-118.17544', 'y': '34.05972', 'spatialReference': {'wkid': 4326}}",188
24,e95955cf38c6971f4202600cb5dbf07c,2017-01-02T21:05:51.443Z,"34.199697,-118.544757",0,c3e878e27f52e2a57ace4d9a76fd9acf,consumer,2017-01-02T20:56:31.690Z,"34.230573,-118.561403",4505,035128268ccdabae108f983f297d7646,29,9.316666666666666,2.799276355,"{'x': '-118.561403', 'y': '34.230573', 'spatialReference': {'wkid': 4326}}",188
25,84f86cfcac3040fdfdcd37e565bc519a,2017-01-02T21:16:40.000Z,"34.20129,-118.54061",0,84d9ee44e457ddef7f2c4f25dc8fa865,consumer,2017-01-02T21:10:57.000Z,"34.20126,-118.49207",4469,dd71af408df8d94fe882cdc39d160cbb,47,5.716666666666667,2.776906999,"{'x': '-118.49207', 'y': '34.20126', 'spatialReference': {'wkid': 4326}}",188
26,f5c7fd9c1b7a49a90a5caf50cbd1ff3a,2017-01-02T21:12:42.000Z,"34.20107,-118.54334",1,84d9ee44e457ddef7f2c4f25dc8fa865,consumer,2017-01-02T21:11:53.000Z,"34.19924,-118.54474",325,bb65e3636adbcb364bf2f9bc0f4089cc,24,0.8166666666666667,0.20194557500000002,"{'x': '-118.54474', 'y': '34.19924', 'spatialReference': {'wkid': 4326}}",188
27,103a8ead6c34faf3112f0c3762c43b26,2017-01-02T21:44:55.000Z,"34.20171,-118.54061",3,84d9ee44e457ddef7f2c4f25dc8fa865,consumer,2017-01-02T21:39:18.000Z,"34.20105,-118.54759",648,bb64862b5ecb73f6cf35875fdc3111a1,7,5.616666666666666,0.402648408,"{'x': '-118.54759', 'y': '34.20105', 'spatialReference': {'wkid': 4326}}",188
